id,date,time,lat,long,X,Y,Z,behavior,context
716739,2021.05.14,19:36:31,10.344217,-85.342562,0.148,0.113,0.59,inactive resting,in_park
716739,2021.05.15,19:36:32,10.343719,-85.342296,0.148,0.113,0.59,swimming,in_park
716739,2021.05.16,19:36:33,10.34358,-85.342489,0.148,0.113,0.59,inactive resting,in_park
716739,2021.05.17,19:36:34,10.343601,-85.342521,0.973,1.027,-1.977,gaping,in_park
716739,2021.05.18,19:36:35,10.343065,-85.342682,0.973,1.027,-1.977,gaping,in_park
716739,2021.05.19,19:36:36,10.339589,-85.345117,0.797,1.336,-2.461,swimming,in_park
716739,2021.05.20,19:36:37,10.33946,-85.345021,0.797,1.336,-2.461,swimming,in_park
716739,2021.05.21,19:36:38,10.339556,-85.344173,0.016,1.969,-3.246,walking,in_park
716739,2021.05.22,19:36:39,10.338913,-85.345353,-0.336,0.383,-2.234,inactive resting,in_park
716739,2021.05.23,19:36:40,10.340329,-85.346298,-0.336,0.383,-2.234,swimming,in_park
716739,2021.05.24,19:36:41,10.340651,-85.346448,-0.336,0.383,-2.234,swimming,in_park
716739,2021.05.25,19:36:42,10.339589,-85.345911,0.801,0.082,-2.078,swimming,in_park
716739,2021.05.26,19:36:43,10.33991,-85.346094,0.801,0.082,-2.078,walking,in_park
716739,2021.05.27,19:36:44,10.33961,-85.346062,0.801,0.082,-2.078,walking,in_park
716739,2021.05.28,19:36:45,10.339546,-85.345954,0.801,0.082,-2.078,inactive resting,in_park
716739,2021.05.29,19:36:46,10.339556,-85.345901,0.664,0.105,-2.348,inactive resting,in_park
716739,2021.05.30,19:36:47,10.339513,-85.3456,0.664,0.105,-2.348,swimming,in_park
716739,2021.05.31,19:36:48,10.341412,-85.349978,0.664,0.105,-2.348,gaping,in_park
716739,2021.05.32,19:36:49,10.341541,-85.349731,0.664,0.105,-2.348,swimming,in_park
716739,2021.05.33,19:36:50,10.341842,-85.347982,0.664,0.105,-2.348,swimming,in_park
716739,2021.05.34,19:36:51,10.339642,-85.345965,0.664,0.105,-2.348,walking,in_park
716739,2021.05.35,19:36:52,10.339631,-85.345965,-0.297,-0.801,0.027,walking,travel
716739,2021.05.36,19:36:53,10.339009,-85.34486,-0.297,-0.801,0.027,walking,travel
716739,2021.05.37,19:36:54,10.338945,-85.345439,0.129,1.602,-2.02,walking,travel
716739,2021.05.38,19:36:55,10.339621,-85.345718,0.129,1.602,-2.02,swimming,travel
716739,2021.05.39,19:36:56,10.339621,-85.345976,-0.094,-0.324,-0.844,swimming,travel
716739,2021.05.40,19:36:57,10.338966,-85.343744,-0.094,-0.324,-0.844,swimming,travel
716739,2021.05.41,19:36:58,10.338784,-85.34515,-0.094,-0.324,-0.844,swimming,travel
716739,2021.05.42,19:36:59,10.339234,-85.345547,0.559,-0.531,-0.336,swimming,travel
716739,2021.05.43,19:37:00,10.339556,-85.346019,0.559,-0.531,-0.336,swimming,travel
716739,2021.05.44,19:37:01,10.338848,-85.345439,0.383,0.547,-0.977,swimming,travel
716739,2021.05.45,19:37:02,10.339106,-85.345536,0.383,0.547,-0.977,swimming,travel
716739,2021.05.46,19:37:03,10.33843,-85.342811,0.383,0.547,-0.977,inactive resting,travel
716739,2021.05.47,19:37:04,10.338934,-85.345386,0.383,0.547,-0.977,swimming,travel
716739,2021.05.48,19:37:05,10.339717,-85.346223,0.383,0.547,-0.977,swimming,travel
716739,2021.05.49,19:37:06,10.33961,-85.345911,-0.016,-0.121,-0.984,swimming,travel
716739,2021.05.50,19:37:07,10.339535,-85.345944,-0.016,-0.121,-0.984,swimming,travel
716739,2021.05.51,19:37:08,10.339074,-85.343873,-0.461,-1.363,0.406,swimming,travel
716739,2021.05.52,19:37:09,10.339599,-85.346094,-0.461,-1.363,0.406,swimming,travel
716739,2021.05.53,19:37:10,10.338945,-85.343937,-0.461,-1.363,0.406,swimming,travel
716739,2021.05.54,19:37:11,10.33961,-85.345954,-0.461,-1.363,0.406,swimming,travel
716739,2021.05.55,19:37:12,10.336037,-85.34147,-0.461,-1.363,0.406,swimming,travel
716739,2021.05.56,19:37:13,10.335587,-85.341395,-0.461,-1.363,0.406,swimming,travel
716739,2021.05.57,19:37:14,10.334578,-85.34221,-0.461,-1.363,0.406,swimming,travel
716739,2021.05.58,19:37:15,10.334278,-85.34221,-0.211,0.633,-0.27,swimming,travel
716739,2021.05.59,19:37:16,10.332668,-85.342285,-0.211,0.633,-0.27,swimming,travel
716739,2021.05.60,19:37:17,10.332604,-85.342425,-1.211,0.07,-0.18,swimming,travel
716739,2021.05.61,19:37:18,10.329085,-85.342832,-1.211,0.07,-0.18,swimming,travel
716739,2021.05.62,19:37:19,10.325738,-85.341126,-1.211,0.07,-0.18,gaping,travel
716739,2021.05.63,19:37:20,10.298765,-85.286592,-1.211,0.07,-0.18,swimming,travel
716739,2021.05.64,19:37:21,10.318367,-85.308747,-1.211,0.07,-0.18,swimming,travel
716739,2021.05.65,19:37:22,10.305085,-85.298662,-1.012,-0.078,-0.023,swimming,travel
716739,2021.05.66,19:37:23,10.304977,-85.297063,-1.012,-0.078,-0.023,feeding,out_park
716739,2021.05.67,19:37:24,10.311146,-85.30482,-0.75,-0.504,0.031,swimming,out_park
716739,2021.05.68,19:37:25,10.285698,-85.278534,-0.75,-0.504,0.031,swimming,out_park
716739,2021.05.69,19:37:26,10.325491,-85.371178,-0.75,-0.504,0.031,swimming,out_park
716739,2021.05.70,19:37:27,10.288079,-85.278481,-0.75,-0.504,0.031,swimming,out_park
716739,2021.05.71,19:37:28,10.299227,-85.285798,-0.75,-0.504,0.031,inactive resting,out_park
716739,2021.05.72,19:37:29,10.253339,-85.245253,-0.34,-0.242,0.109,swimming,out_park
716739,2021.05.73,19:37:30,10.282339,-85.217305,-0.34,-0.242,0.109,walking,out_park
716739,2021.05.74,19:37:31,10.289785,-85.204055,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.75,19:37:32,10.289925,-85.203701,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.76,19:37:33,10.348032,-85.180301,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.77,19:37:34,10.348043,-85.18043,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.78,19:37:35,10.347893,-85.180269,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.79,19:37:36,10.347914,-85.179893,0.074,0.098,-0.047,walking,out_park
716739,2021.05.80,19:37:37,10.349202,-85.185333,0.074,0.098,-0.047,gaping,out_park
716739,2021.05.81,19:37:38,10.347871,-85.180205,0.074,0.098,-0.047,inactive resting,out_park
716739,2021.05.82,19:37:39,10.348794,-85.187157,0.074,0.098,-0.047,inactive resting,out_park
716739,2021.05.83,19:37:40,10.348729,-85.18735,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.84,19:37:41,10.349191,-85.185022,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.85,19:37:42,10.348644,-85.187296,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.86,19:37:43,10.348601,-85.188047,0.074,0.098,-0.047,swimming,out_park
716739,2021.05.87,19:37:44,10.348611,-85.188079,-0.738,0.039,1.129,swimming,out_park
716739,2021.05.88,19:37:45,10.348697,-85.187436,-0.738,0.039,1.129,swimming,out_park
716739,2021.05.89,19:37:46,10.348697,-85.187318,-0.738,0.039,1.129,swimming,out_park
716739,2021.05.90,19:37:47,10.347828,-85.180129,-1.07,-0.395,2.016,swimming,out_park
716739,2021.05.91,19:37:48,10.348644,-85.184163,-1.07,-0.395,2.016,inactive resting,out_park
716739,2021.05.92,19:37:49,10.348161,-85.181138,-1.07,-0.395,2.016,inactive resting,out_park
716739,2021.05.93,19:37:50,10.348901,-85.184239,-1.07,-0.395,2.016,inactive resting,out_park
716739,2021.05.94,19:37:51,10.348837,-85.187157,-0.566,-0.473,0.824,inactive resting,out_park
716739,2021.05.95,19:37:52,10.348483,-85.187854,-0.566,-0.473,0.824,inactive resting,out_park
716739,2021.05.96,19:37:53,10.348697,-85.187371,-0.566,-0.473,0.824,inactive resting,out_park
716739,2021.05.97,19:37:54,10.348333,-85.189281,-0.566,-0.473,0.824,inactive resting,out_park
716739,2021.05.98,19:37:55,10.348569,-85.188037,-0.566,-0.473,0.824,swimming,out_park
716739,2021.05.99,19:37:56,10.348579,-85.18794,-0.566,-0.473,0.824,swimming,out_park
716739,2021.05.100,19:37:57,10.348826,-85.186931,-0.566,-0.473,0.824,swimming,out_park
716739,2021.05.101,19:37:58,10.348955,-85.18426,-0.566,-0.473,0.824,swimming,out_park
716739,2021.05.102,19:37:59,10.348579,-85.188358,-0.566,-0.473,0.824,swimming,out_park
716739,2021.05.103,19:38:00,10.348708,-85.18838,-0.566,-0.473,0.824,swimming,out_park
716739,2021.05.104,19:38:01,10.348772,-85.187328,-0.566,-0.473,0.824,swimming,out_park
716739,2021.05.105,19:38:02,10.348815,-85.187425,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.106,19:38:03,10.348483,-85.187897,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.107,19:38:04,10.34859,-85.188358,-0.141,0.559,-1.074,gaping,out_park
716739,2021.05.108,19:38:05,10.34888,-85.184239,-0.141,0.559,-1.074,inactive resting,out_park
716739,2021.05.109,19:38:06,10.349341,-85.184743,-0.141,0.559,-1.074,inactive resting,out_park
716739,2021.05.110,19:38:07,10.348794,-85.183917,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.111,19:38:08,10.34888,-85.18426,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.112,19:38:09,10.347839,-85.180086,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.113,19:38:10,10.348805,-85.183906,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.114,19:38:11,10.348848,-85.184281,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.115,19:38:12,10.347978,-85.179797,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.116,19:38:13,10.348751,-85.184324,-0.141,0.559,-1.074,swimming,out_park
716739,2021.05.117,19:38:14,10.348848,-85.18397,0.309,-1.121,-0.117,swimming,out_park
716739,2021.05.118,19:38:15,10.348815,-85.183949,0.309,-1.121,-0.117,swimming,out_park
716739,2021.05.119,19:38:16,10.349105,-85.184754,0.309,-1.121,-0.117,swimming,out_park
716739,2021.05.120,19:38:17,10.347925,-85.180548,0.309,-1.121,-0.117,swimming,out_park
716739,2021.05.121,19:38:18,10.348021,-85.180033,0.309,-1.121,-0.117,swimming,out_park
716739,2021.05.122,19:38:19,10.348794,-85.183917,0.309,-1.121,-0.117,swimming,out_park
716739,2021.05.123,19:38:20,10.349008,-85.184389,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.124,19:38:21,10.348815,-85.183949,-0.273,-3.062,0.289,inactive resting,out_park
716739,2021.05.125,19:38:22,10.349298,-85.181943,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.126,19:38:23,10.349373,-85.181921,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.127,19:38:24,10.348772,-85.184453,-0.273,-3.062,0.289,feeding,out_park
716739,2021.05.128,19:38:25,10.348826,-85.18396,-0.273,-3.062,0.289,inactive resting,out_park
716739,2021.05.129,19:38:26,10.34786,-85.179496,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.130,19:38:27,10.349373,-85.181996,-0.273,-3.062,0.289,feeding,out_park
716739,2021.05.131,19:38:28,10.349416,-85.181964,-0.273,-3.062,0.289,feeding,out_park
716739,2021.05.132,19:38:29,10.34947,-85.181481,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.14,19:38:30,10.349448,-85.181449,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.14,19:38:31,10.349373,-85.181642,-0.273,-3.062,0.289,walking,out_park
716739,2021.05.14,19:38:32,10.349373,-85.181621,-0.273,-3.062,0.289,inactive resting,out_park
716739,2021.05.14,19:38:33,10.363353,-85.126732,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.20,15:09:22,10.338069,-85.344099,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.22,14:26:04,10.339098,-85.345623,-0.273,-3.062,0.289,swimming,out_park
716739,2021.05.30,6:03:05,10.33929,-85.346036,-0.273,-3.062,0.289,swimming,out_park
716739,2021.06.01,14:50:53,10.339045,-85.345384,-0.273,-3.062,0.289,swimming,out_park
716739,2021.06.03,20:42:45,10.339712,-85.346223,-0.273,-3.062,0.289,swimming,out_park
716739,2021.06.26,6:01:16,10.348879,-85.186781,0.125,0.66,-0.297,swimming,out_park
716739,2021.07.23,6:00:24,10.349408,-85.186052,0.125,0.66,-0.297,swimming,out_park
716739,2021.07.27,6:01:02,10.347948,-85.189667,0.125,0.66,-0.297,swimming,out_park
716739,2021.08.09,6:01:59,10.348888,-85.183821,0.125,0.66,-0.297,swimming,out_park
716739,2021.08.12,6:03:07,10.348052,-85.180423,0.125,0.66,-0.297,swimming,out_park
716739,2021.08.15,6:02:43,10.348066,-85.179941,0.125,0.66,-0.297,swimming,out_park